OTU	F001DE1	F002DE2	F003DE3	F004DET1	F005DET2	F006DET3	F007C1	F008C2	F009C3	F010CT1	F011CT2	F012CT3	F013DE4	F014DE5	F015DE6	F016DET4	F017DET5	F018DET6	F019C4	F020C5	F021C6	F022CT4	F023CT5	F024CT6	F025LS1	F026LS4	F027LS5	F028LW1	F029LW2	F030LW3	F031CiS1	F032CiS4	F033CiS5	F034CiW1	F035CiW2	F036CiW3	F037ArS3	F038ArS4	F039ArS5	F040ArW1	F041ArW2	F042ArW3	F043PhS3	F044PhS4	F045PhS5	F046PhW1	F047PhW2	F048PhW3	F049PiS3	F050PiS4	F051PiS5	F052PiW1	F053PiW2	F054PiW3	F055MyS1	F056MyS2	F057MyS3	F058MyW3	F059MyW4	F060MyW5	F061QS2	F062QS3	F063QS4	F064QW1	F065QW2	F066QW4	F067MeS2	F068MeS3	F069MeS5	F070MeW2	F071MeW3	F072MeW5
OTU_84	75	12	6	18	0	90	0	0	0	0	1	0	302	153	117	418	342	349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_85	1	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	1	11	44	0	18	0	18	12	18	6	2	2	4	31	43	6	38	110	35	158	341	388	2	2	55	42	12	8	0	0	20	72	96	120	1	16	0	30	20	26	0	0	0	19	16	14
OTU_86	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	22	9	0	7	0	1	0	45	822	812	1	6	2	0	0	0	0	0	24	7	0	7	0	0	1	4	14	11	0	9	0	4	10	13	0	0	1	2	0	17
OTU_87	52	64	96	173	0	415	33	0	20	18	19	127	29	149	29	82	132	35	19	17	0	115	28	129	0	0	0	0	1	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	29
OTU_88	3	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	43	0	0	0	11	8	1	2	40	38	3	0	0	12	4	420	0	0	36	5	39	6	1	3	4	54	0	10	3	0	9	132	0	44	0	0	0	70	88	117	0	28	0	120	217	117	5	0	6	6	49	0
OTU_89	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	229	6	0	20	2	8	228	62	118	7	0	15	72	40	236	7	58	1	15	29	186	37	0	38	9	0	37	1	0	2	61	2	9	7	30	12	18	87	0	4	0	2	6	0	21
OTU_90	9	0	0	0	0	0	0	0	1	0	103	0	0	0	0	0	0	0	0	34	56	0	0	0	0	0	22	0	0	0	0	0	3	0	1	0	4	0	0	8	0	0	0	0	0	37	0	52	33	9	139	237	89	1	1	0	3	48	15	107	0	3	0	234	259	175	0	19	0	16	3	51
OTU_91	1	0	0	0	0	1	1	0	0	6	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	12	2	20	12	0	2	0	0	0	29	747	796	0	6	1	1	0	1	1	1	38	1	0	4	0	0	1	2	5	16	0	3	0	8	5	12	0	0	1	0	0	9
OTU_92	5	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	329	47	191	2	2	0	0	0	12	0	0	15	961	3	15	0	0	0	5	16	17	0	7	0	61	0	0	0	0	0	10	0	0
OTU_93	59	10	36	86	0	185	271	79	106	189	1	102	30	13	2	3	29	17	83	31	0	132	154	83	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	8	0	0
OTU_94	0	0	48	10	0	3	0	0	0	0	1	0	1	11	0	0	1	0	0	0	0	0	0	0	5	922	562	0	12	0	0	0	0	0	0	10	1	3	12	1	1	13	1	0	2	9	0	3	3	0	4	0	1	1	0	0	1	7	1	0	0	2	0	1	16	1	2	0	18	15	0	13
OTU_95	0	3	1	97	0	1	0	0	0	0	0	0	21	13	0	160	3	1413	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	1	3	1	0	0	0	0	16	0	0	2	0	0	0	0	0	0	1	0	10	0	0	0	0	11	12	7	31	23	30	72	26	27	13	22	36	7	53	41	57	25	56	41	33	26	13	17	259	14	148	24	37	27	29	21	0	59	24	14	56	61	21	16	5	27	21	0	26	25	24	3	47
OTU_97	1	0	1	1	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	26	0	0	0	0	0	2	1	0	1	0	1	0	0	8	0	0	1	0	1	2	11	1522	0	0	1	12	0	3	1	0	1	1	0	24	0	0	0	1	1	0	0	1	0	40	0	1	2	0	2	0	4	0
OTU_98	1	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	322	53	193	1	0	1	2	0	9	0	1	16	935	3	9	0	0	0	9	19	20	0	8	0	38	2	1	0	0	0	6	0	0
OTU_99	0	0	0	0	0	122	0	0	0	0	0	0	0	1	155	170	471	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU_100	0	0	51	14	0	6	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	11	858	550	0	17	0	3	0	1	2	8	15	0	2	9	2	1	3	1	1	1	17	0	2	1	0	13	0	0	0	0	0	0	8	2	2	0	0	0	0	16	1	2	0	14	3	1	7
OTU_101	0	0	0	0	0	132	0	0	0	0	0	0	0	0	149	154	430	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0
OTU_102	62	4	29	81	0	156	237	86	67	159	3	110	30	8	4	15	30	21	68	28	7	122	168	67	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	9	0	0
OTU_103	0	1	2	2	0	1	2	0	1	0	3	0	0	1	0	0	5	0	0	2	0	0	1	0	0	1	0	19	13	0	4	0	0	2	2	2	6	2	1	42	195	14	38	47	374	27	0	75	7	1	45	216	42	0	1	0	6	79	45	1	34	18	16	5	80	36	2	3	4	3	0	41
OTU_104	0	4	0	97	0	2	0	0	0	0	0	0	22	24	0	144	2	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_105	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	66	608	4	0	4	47	0	93	38	0	3	32	45	73	0	0	0	106	108	110	0	0	0	51	14	0	0	0	0	31	33	0
OTU_106	3	0	0	0	0	0	0	1	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	1	55	19	4	14	0	0	15	19	91	10	5	3	45	0	117	1	9	2	32	43	62	42	5	14	3	0	27	0	0	5	351	216	109	0	34	1	21	54	0	6	0	0	5	0	20
OTU_107	0	0	0	0	0	0	0	0	2	0	10	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	14	11	0	0	0	3	1	0	0	12	0	0	34	194	15	33	48	356	39	0	69	7	0	49	197	47	2	0	0	3	65	54	3	42	20	12	23	64	26	4	2	9	3	0	58
OTU_108	8	80	17	104	0	32	66	0	66	71	21	443	11	0	5	10	7	10	18	24	2	263	110	85	1	0	15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0
OTU_109	18	23	44	47	0	367	87	48	16	94	6	523	0	10	13	13	1	0	26	18	3	30	59	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_110	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	49	67	606	5	0	4	49	0	115	40	0	1	25	44	74	0	0	0	88	97	85	0	0	0	32	16	0	1	0	0	18	24	0
OTU_111	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	0	0	18	0	0	5	0	0	151	0	1023	0	0	0	0	0	0	0	0	0	4	0	29	0	0	0	0	0	2	0	0	0	112	0	0	0	0	0	22	19	0
OTU_112	0	20	29	17	0	6	89	38	91	62	6	116	49	30	27	16	7	37	58	48	72	324	238	61	0	0	1	0	0	0	0	0	1	1	0	0	2	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	2	0	0	1	0	2
OTU_113	8	0	0	4	0	1	0	6	0	0	4	0	1	0	1	0	0	0	0	13	0	0	0	0	23	20	9	45	10	41	28	13	30	3	7	24	0	56	18	14	3	40	0	27	9	20	7	193	12	228	13	14	17	24	22	0	40	26	11	72	40	29	24	4	28	16	0	17	40	33	4	65
OTU_114	3	69	16	95	0	37	73	1	75	75	21	450	6	0	7	14	11	4	18	26	1	241	116	69	4	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	5	0	0
OTU_115	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	0	15	0	2	5	0	1	167	0	1022	0	0	0	0	0	0	0	0	0	3	0	30	0	0	0	1	0	1	0	0	0	82	0	0	0	0	0	26	19	0
OTU_116	4	0	1	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	52	1	0	0	0	1	0	0	0	8	27	0	0	0	0	0	1	1	4	2	30	1	4	0	1	0	0	0	3	4	1	27	827	6	17	0	0	0	1	0	17	1	4	0	321	0	4	0	0	0	0	1	4
OTU_117	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	35	38	20	12	0	1	18	55	257	3	11	2	49	4	79	4	11	0	30	35	21	6	3	4	11	5	19	0	0	5	103	157	115	1	20	0	27	50	2	2	0	0	2	14	42
OTU_118	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	11	0	0	25	0	0	0	0	0	0	0	2	1	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	1	356	8	4	111	654	9
OTU_119	9	19	25	31	0	346	71	50	28	91	2	480	0	4	14	18	3	0	28	29	0	30	54	29	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_120	9	39	38	11	0	13	126	54	89	201	2	85	9	26	16	0	8	0	136	254	61	62	85	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_121	0	36	149	22	0	59	0	14	0	30	0	13	9	0	0	16	2	23	161	52	52	20	689	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_122	9	31	28	13	0	20	96	63	97	153	8	93	6	23	20	0	13	0	132	256	60	52	75	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_123	0	3	3	37	0	97	0	0	0	0	1	0	234	166	162	159	320	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	12
OTU_124	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	31	0	1	0	0	1	0	0	22	10	13	235	21	314	0	3	0	254	0	7	25	0	8	11	14	16	0	0	8	3	70	41	6	12	0	33	33	33	6	0	0	2	0	30
OTU_125	2	5	10	33	1	97	0	0	0	0	0	0	214	176	150	202	280	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_126	5	1	14	52	1	7	272	104	100	52	20	124	23	100	4	24	30	3	108	111	4	20	52	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_127	6	5	46	68	0	80	0	0	0	0	12	27	293	163	203	48	280	4	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_128	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0	0	0	2	2	9	0	1	0	1	0	1	7	5	1	0	0	3	1	0	1	0	0	1	0	0	16	124	566	470	0	1	1	2	1	0	0	0	0	1	0	1
OTU_129	1	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	6	0	0	38	0	0	0	0	0	0	0	3	1	0	0	0	0	1	9	0	11	0	0	0	0	2	0	6	0	0	0	0	4	5	0	0	0	0	2	0	0	468	5	0	109	412	12
OTU_130	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	3	6	2	0	0	4	0	7	9	3	0	0	0	2	0	0	2	2	0	0	0	0	28	103	564	465	0	0	0	0	0	0	4	0	0	1	0	0
OTU_131	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	21	4	7	201	12	297	0	6	0	245	0	4	27	0	7	8	10	17	0	0	3	5	86	71	9	9	0	39	39	23	2	0	0	1	0	21
OTU_132	10	8	15	56	0	14	248	110	102	61	14	93	15	98	4	21	18	5	103	119	9	16	44	29	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0
OTU_133	0	4	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	12	31	0	0	0	0	0	0	0	33	0	5	0	0	6	3	18	8	0	2	77	17	15	0	0	10	25	0	114	12	1	47	135	250	10	0	0	3	74	55	17	6	0	0	85	83	14	3	3	0	1	13	0
OTU_134	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	3	0	0	0	0	1	0	0	0	0	0	10	8	21	5	1	1	0	0	1	300	0	3	3	0	675	0	0	1	1	6	17	3	13	0	18	20	10	0	0	0	1	1	0
OTU_135	5	5	3	5	0	13	307	209	96	70	16	64	1	7	3	0	0	0	61	80	132	16	18	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
OTU_136	7	9	52	66	0	77	0	0	0	0	13	8	258	175	172	53	232	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	204	73	42	67	301	425	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6
OTU_138	0	35	96	22	0	49	0	19	0	22	0	13	15	0	0	21	1	12	139	37	73	12	549	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	174	58	151	20	659	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	3	0	2
OTU_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
OTU_141	0	0	0	1	0	1	0	0	0	0	14	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	15	0	0	0	1	0	0	0	0	0	5	1	1	8	24	0	27	4	91	110	259	66	3	6	104	33	19	1	0	0	1	14	56	121	3	16	0	6	69	20	2	5	1	2	0	1
OTU_142	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	18	0	0	2	0	2	2	7	10	0	13	70	0	16	4	8	25	7	0	26	89	4	34	52	27	34	11	0	6	217	29	28	14	21	0	42	67	44	3	18	14	32	0	87
OTU_143	0	1	1	0	0	2	0	0	0	3	21	0	0	0	0	0	2	0	0	1	0	1	0	0	4	1	1	0	20	0	1	0	0	8	4	10	16	4	7	72	0	17	1	12	27	13	0	35	90	2	29	42	27	26	7	0	3	206	27	25	3	24	0	44	60	64	6	14	14	32	1	77
OTU_144	4	0	0	0	0	0	0	1	0	0	34	0	0	1	0	0	0	0	0	1	37	1	0	0	0	0	0	0	0	0	3	0	4	23	9	7	7	12	0	40	1	30	1	0	8	3	28	95	9	2	12	34	14	11	0	0	11	30	23	33	31	0	2	47	105	240	38	5	4	46	13	34
OTU_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_146	5	372	197	88	0	25	51	30	20	0	0	28	3	9	13	88	23	2	0	31	0	41	12	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	7	2	0	0	0
OTU_147	2	1	0	1	0	3	0	1	1	0	49	0	1	0	0	0	1	1	0	23	0	1	1	0	3	1	0	81	34	0	1	0	2	25	2	1	44	0	1	14	32	2	32	25	41	20	68	61	8	1	7	3	19	1	41	0	90	36	22	7	70	29	3	16	36	50	4	0	2	24	1	25
OTU_148	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	28	0	0	0	0	163	83	397	0	0	0	11	0	24	0	0	0	0	0	9	0	0	0	6	2	27	0	0	0	13	20	0	0	0	0	7	0	63	0	5	0	48	92	0
OTU_149	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	3	0	33	1	0	190	52	22	9	0	80	10	0	104	24	13	0	0	0	16	34	0	0	1	1	30	0	0	0	1	21	44	3	0	16	68	0	25	39	0	0	36	69	0
OTU_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	148	12	210	91	505	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	8	2	0	0	0	0	1
OTU_151	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	4	3	1	1	0	0	0	70	0	286	507	82	8	31	0	4	1	0	0	4	0	0	0	0	0
OTU_152	4	0	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	24	0	0	0	0	11	0	0	74	28	0	6	0	0	22	0	0	29	0	0	15	25	11	35	16	55	7	76	54	10	0	14	7	7	0	30	0	92	31	20	9	80	35	10	20	59	59	3	3	0	12	0	14
OTU_153	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	34	0	0	0	0	174	85	360	1	0	0	23	0	20	0	0	0	0	0	8	0	0	0	1	7	22	0	0	0	5	17	1	1	0	0	11	1	65	0	2	0	78	76	0
OTU_154	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	20	0	0	1	0	14	15	10	4	13	0	19	127	83	8	0	0	0	15	18	6	0	5	150	19	65	0	0	9	49	32	19	4	4	0	67	21	55	1	3	4	78	27	38
OTU_155	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	4	1	12	19	0	0	16	0	0	4	6	0	23	0	0	6	0	13	19	27	12	0	0	35	168	261	116	12	14	0	2	58	57	1	0	0	37	0	86
OTU_156	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	82	318	67	142	24	22	0	0	98	247	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_157	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	36	0	1	195	42	13	8	1	84	9	0	114	29	6	0	0	0	10	28	1	3	0	1	27	0	0	0	6	13	48	0	2	11	60	1	29	37	0	0	46	52	0
OTU_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	2	9	15	16	0	0	9	0	0	9	11	0	20	0	0	1	0	13	19	21	9	0	0	31	125	248	159	6	28	0	2	57	62	1	0	0	44	0	86
OTU_159	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	31	11	0	5	55	19	14	35	5	16	86	28	49	6	1	10	0	0	37	7	0	6	31	2	44	0	0	16	51	78	63	14	29	3	62	43	39	8	8	2	37	12	0
OTU_160	2	352	172	76	0	26	56	33	10	1	0	14	5	7	12	97	17	5	0	18	0	46	13	18	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	6	0	0	0	0
OTU_161	26	13	112	115	2	32	0	0	0	0	0	0	62	94	127	255	28	68	0	0	1	0	58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	4	0	4	10	5	1	3	0	0	0	65	0	262	445	118	5	21	2	4	6	0	0	1	0	0	0	0	0
OTU_163	5	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	4	14	7	8	10	5	0	43	0	27	5	0	10	8	33	74	4	4	9	19	7	6	0	0	9	19	28	25	33	0	2	34	93	218	41	1	1	53	8	52
OTU_164	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	4	0	0	0	20	0	0	0	0	0	0	0	1	6	0	0	0	0	8	14	11	1	1	0	15	132	88	0	0	0	1	12	18	4	0	2	169	13	61	0	0	3	45	27	19	1	1	0	76	18	43	6	0	7	73	19	39
OTU_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	136	113	47	33	0	7	0	0	11	8	17	0	1	0	3	2	2	6	256	6	78	113	51	11	0	15	0	0	0	0	0	0	3	4	0	0	6	0	0	2	0	0	3	2	0	18	10
OTU_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	10	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	30	0	17	2	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	1	1	0	2	490	346	47
OTU_167	939	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OTU_168	0	7	0	10	0	5	1	23	45	20	20	0	0	0	0	7	0	0	21	57	42	0	170	44	0	6	6	0	0	0	0	0	0	0	1	19	0	1	1	0	1	0	0	0	2	42	0	0	2	0	4	6	0	29	55	0	1	1	33	2	3	0	17	6	3	32	1	46	1	1	2	58
OTU_169	0	0	1	0	0	1	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	35	12	34	0	0	0	61	5	289	2	0	0	4	30	53	0	0	2	83	3	33	0	0	11	2	29	8	1	0	6	0	0	7	4	8	10	48	17	7	6	14	0	9	16	13	14	0	26
OTU_170	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	35	0	0	0	55	6	299	10	0	0	15	26	55	1	0	5	80	1	25	0	0	17	7	24	10	3	1	12	0	0	8	10	5	9	34	21	13	0	18	1	3	5	14	9	0	20
OTU_171	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	110	27	0	0	147	2	0	0	27	3	33	24	28	19	0	12	18	8	60	0	0	0	23	19	27	0	0	1	0	0	13	8	38	140	16	7	21	0	0	0	31	15	5	0	0	0
OTU_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	124	110	47	26	3	8	1	1	1	8	12	0	1	0	1	0	0	7	231	6	87	115	58	0	1	13	1	0	1	0	0	0	2	6	2	0	7	0	3	1	0	0	0	0	0	18	6
OTU_173	5	5	74	25	1	65	117	72	49	15	26	62	23	13	19	14	20	32	11	0	4	127	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
